Entity Name,Fiscal Year,Total Revenues,Estimated Population,Revenues Per Capita
Guadalupe,2004,4861092,6310,770
Guadalupe,2003,3672174,6275,585
Gustine,2019,8030366,5884,1365
Gustine,2018,6479729,5874,1103
Gustine,2017,6328370,5886,1075
Gustine,2016,6139166,5842,1051
Gustine,2015,5671803,5618,1010
Gustine,2014,5953706,5648,1054
Gustine,2013,6628359,5626,1178
Gustine,2012,4999307,5548,901
Gustine,2011,5283736,5546,953
Gustine,2010,4559955,5250,869
Gustine,2009,5509942,5203,1059
Gustine,2008,5389293,5199,1037
Gustine,2007,5276231,5152,1024
Gustine,2005,4939434,5311,930
Gustine,2004,5385256,5226,1030
Gustine,2003,4747885,5129,926
Half Moon Bay,2019,29720530,12631,2353
Half Moon Bay,2018,24645341,12639,1950
Half Moon Bay,2017,22425268,12591,1781
Half Moon Bay,2016,29996083,12528,2394
Half Moon Bay,2015,23200293,12051,1925
Half Moon Bay,2014,22988164,11721,1961
Half Moon Bay,2013,33126615,11581,2860
Half Moon Bay,2012,19879800,11478,1732
Half Moon Bay,2011,14964220,11415,1311
Half Moon Bay,2010,30036230,13371,2246
Half Moon Bay,2009,17433315,13208,1320
Half Moon Bay,2008,27716726,13046,2125
Half Moon Bay,2007,21330411,12912,1652
Half Moon Bay,2006,13307925,12739,1045
Half Moon Bay,2005,16977472,12688,1338
Half Moon Bay,2004,13720834,12253,1120
Half Moon Bay,2003,12848394,12287,1046
Hanford,2019,76763090,58105,1321
Hanford,2018,75334770,58176,1295
Hanford,2017,68684027,55645,1234
Hanford,2016,59657549,55840,1068
Hanford,2015,56587942,55804,1014
Hanford,2014,59138786,55283,1070
Hanford,2013,62497044,55479,1126
Hanford,2012,49042934,55123,890
Hanford,2011,52045470,54950,947
Hanford,2010,48505556,53266,911
Hanford,2009,49468764,52687,939
Hanford,2008,58065487,51965,1117
Hanford,2007,56081813,50370,1113
Hanford,2006,49882231,49048,1017
Hanford,2005,42650931,48070,887
Hanford,2004,48499236,46315,1047
Hanford,2003,41756625,44329,942
Hawaiian Gardens,2019,23141701,14690,1575
Hawaiian Gardens,2018,22511085,14666,1535
Hawaiian Gardens,2017,21770882,14753,1476
Hawaiian Gardens,2016,21030522,14926,1409
Hawaiian Gardens,2015,21186646,14545,1457
Hawaiian Gardens,2014,19095850,14456,1321
Hawaiian Gardens,2013,19322700,14375,1344
Hawaiian Gardens,2012,20442217,14303,1429
Hawaiian Gardens,2011,19653963,14290,1375
Hawaiian Gardens,2010,21498524,15884,1353
Hawaiian Gardens,2009,23835427,15885,1500
Hawaiian Gardens,2008,25928333,15900,1631
Hawaiian Gardens,2007,19801377,15922,1244
Hawaiian Gardens,2006,17700926,15849,1117
Hawaiian Gardens,2005,14697379,15872,926
Hawaiian Gardens,2004,12317154,15707,784
Hawaiian Gardens,2003,12544851,15575,805
Hawthorne,2019,127542819,87854,1452
Hawthorne,2018,117751383,88772,1326
Hawthorne,2017,103816009,87662,1184
Hawthorne,2016,86548535,88003,983
Hawthorne,2015,98511307,87657,1124
Hawthorne,2014,89158454,86644,1029
Hawthorne,2013,79610841,85474,931
Hawthorne,2012,96027150,85047,1129
Hawthorne,2011,171678536,,
Hawthorne,2010,,,
Hawthorne,2009,92346733,89979,1026
Hawthorne,2008,105547382,90014,1173
Hawthorne,2007,117070554,89080,1314
Hawthorne,2006,126764143,88458,1433
Hawthorne,2005,91407433,88790,1029
Hawthorne,2004,98571241,88180,1118
Hawthorne,2003,112498456,87423,1287
Hayward,2019,372396942,159433,2336
Hayward,2018,314578002,162030,1941
Hayward,2017,324691062,161040,2016
Hayward,2016,384574265,158985,2419
Hayward,2015,245470442,152889,1606
Hayward,2014,240512513,151037,1592
Hayward,2013,231926096,148756,1559
Hayward,2012,244777590,147113,1664
Hayward,2011,212525856,145839,1457
Hayward,2010,182473097,153104,1192
Hayward,2009,199489744,150878,1322
Hayward,2008,185896318,149205,1246
Hayward,2007,205813465,147845,1392
Hayward,2006,197299984,146398,1348
Hayward,2005,171514934,146027,1175
Hayward,2004,161899203,144633,1119
Hayward,2003,147277044,144721,1018
Healdsburg,2019,60637302,12501,4851
Healdsburg,2018,52376975,12061,4343
Healdsburg,2017,50847063,11800,4309
Healdsburg,2016,91630495,11699,7832
Healdsburg,2015,36227280,11687,3100
Healdsburg,2014,31643064,11541,2742
Healdsburg,2013,40337806,11509,3505
Healdsburg,2012,41363513,11442,3615
Healdsburg,2011,38005240,11475,3312
Healdsburg,2010,35860870,11931,3006
Healdsburg,2009,42202735,11782,3582
Healdsburg,2008,44540926,11706,3805
Healdsburg,2007,50745217,11706,4335
Healdsburg,2006,41962063,11704,3585
Healdsburg,2005,34765783,11711,2969
Healdsburg,2004,38718662,11596,3339
Healdsburg,2003,34594700,11468,3017
Hemet,2019,97943137,84754,1156
Hemet,2018,91159686,83166,1096
Hemet,2017,78143277,81868,955
Hemet,2016,69425976,80070,867
Hemet,2015,59363640,82253,722
Hemet,2014,57325809,81537,703
Hemet,2013,55516954,80877,686
Hemet,2012,72846884,80089,910
Hemet,2011,65953452,79607,828
Hemet,2010,62958685,75820,830
Hemet,2009,69301491,74361,932
Hemet,2008,74433428,74185,1003
Hemet,2007,77272071,71705,1078
Hemet,2006,77030311,69544,1108
Hemet,2005,63669930,66455,958
Hemet,2004,56353570,63779,884
Hemet,2003,52668067,62223,846
Hercules,2019,34372654,26224,1311
Hercules,2018,33899665,26317,1288
Hercules,2017,38289586,25675,1491
Hercules,2016,25013153,24791,1009
Hercules,2015,25519123,24775,1030
Hercules,2014,24269058,24572,988
Hercules,2013,21825799,24403,894
Hercules,2012,21671893,24272,893
Hercules,2011,42455975,24153,1758
Hercules,2010,53614269,24693,2171
Hercules,2009,33506118,24480,1369
Hercules,2008,34672178,24324,1425
Hercules,2007,27040870,23975,1128
Hercules,2006,26291133,23834,1103
Hercules,2005,24475431,23360,1048
Hercules,2004,23792934,21704,1096
Hercules,2003,25564753,20489,1248
Hermosa Beach,2019,51864760,19847,2613
Hermosa Beach,2018,49652970,19673,2524
Hermosa Beach,2017,46398099,19616,2365
Hermosa Beach,2016,52842405,19801,2669
Hermosa Beach,2015,38846356,19772,1965
Hermosa Beach,2014,37059291,19750,1876
Hermosa Beach,2013,34688663,19653,1765
Hermosa Beach,2012,32613603,19574,1666
Hermosa Beach,2011,32261489,19557,1650
Hermosa Beach,2010,31456293,19599,1605
Hermosa Beach,2009,31496276,19491,1616
Hermosa Beach,2008,31729884,19527,1625
Hermosa Beach,2007,30004062,19474,1541
Hermosa Beach,2006,29293725,19435,1507
Hermosa Beach,2005,30884275,19608,1575
Hermosa Beach,2004,24505877,19549,1254
Hermosa Beach,2003,24019077,19365,1240
Hesperia,2019,75535063,96362,784
Hesperia,2018,86497108,94829,912
Hesperia,2017,42314919,94133,450
Hesperia,2016,40003459,93226,429
Hesperia,2015,37408932,92177,406
Hesperia,2014,39532878,91506,432
Hesperia,2013,77682884,91400,850
Hesperia,2012,48144146,91033,529
Hesperia,2011,35054535,90726,386
Hesperia,2010,50611717,88479,572
Hesperia,2009,40346409,88184,458
Hesperia,2008,43645114,87820,497
Hesperia,2007,50703934,85876,590
Hesperia,2006,48849214,80268,609
Hesperia,2005,51338903,76114,675
Hesperia,2004,29677307,70305,422
Hesperia,2003,23210053,67843,342
Hidden Hills,2019,4163246,1885,2209
Hidden Hills,2018,5054560,1892,2672
Hidden Hills,2017,2566092,1885,1361
Hidden Hills,2016,2366746,1872,1264
Hidden Hills,2015,2587920,1901,1361
Hidden Hills,2014,1969826,1901,1036
Hidden Hills,2013,1942093,1887,1029
Hidden Hills,2012,1986203,1869,1063
Hidden Hills,2011,1941845,1870,1038
Hidden Hills,2010,1750452,2025,864
Hidden Hills,2009,1833668,2013,911
Hidden Hills,2008,1948728,2016,967
Hidden Hills,2007,2121319,2040,1040
Hidden Hills,2006,1929000,2035,948
Hidden Hills,2005,1760067,2038,864
Hidden Hills,2004,1403961,2017,696
Hidden Hills,2003,1523516,1999,762
Highland,2019,38036114,55778,682
Highland,2018,36673244,54761,670
Highland,2017,28459545,54377,523
Highland,2016,38971381,53645,726
Highland,2015,25207434,54332,464
Highland,2014,30396811,54033,563
Highland,2013,26606116,53926,493
Highland,2012,24155303,53664,450
Highland,2011,27541705,53444,515
Highland,2010,22514560,52495,429
Highland,2009,25400943,52372,485
Highland,2008,29725357,52503,566
Highland,2007,28824667,52186,552
Highland,2006,24771531,51489,481
Highland,2005,21033122,50860,414
Highland,2004,20586328,49246,418
Highland,2003,20437849,47412,431
Hillsborough,2019,60461481,11769,5137
Hillsborough,2018,56814632,11543,4922
Hillsborough,2017,52114216,11753,4434
Hillsborough,2016,54044597,11687,4624
Hillsborough,2015,46482901,11420,4070
Hillsborough,2014,45497736,11260,4041
Hillsborough,2013,42146766,11115,3792
Hillsborough,2012,37765946,11006,3431
Hillsborough,2011,35785385,10927,3275
Hillsborough,2010,35264743,11537,3057
Hillsborough,2009,35339433,11395,3101
Hillsborough,2008,37018565,11272,3284
Hillsborough,2007,34518858,11122,3104
Hillsborough,2006,29963352,10965,2733
Hillsborough,2005,28640016,10983,2608
Hillsborough,2004,43644724,10850,4023
Hillsborough,2003,23604459,10962,2153
Hollister,2019,72008670,40149,1794
Hollister,2018,66336818,36703,1807
Hollister,2017,58356161,36677,1591
Hollister,2016,133000690,36484,3645
Hollister,2015,47942847,37305,1285
Hollister,2014,44889636,36676,1224
Hollister,2013,39640973,36108,1098
Hollister,2012,35582190,35533,1001
Hollister,2011,37364034,35165,1063
Hollister,2010,34734220,37301,931
Hollister,2009,37347750,37054,1008
Hollister,2008,35883409,37051,968
Hollister,2007,30469802,37120,821
Hollister,2006,17222545,37083,464
Hollister,2005,17591415,37183,473
Hollister,2004,21187605,36997,573
Holtville,2019,9260261,6779,1366
Holtville,2018,8349797,6501,1284
Holtville,2017,12060907,6255,1928
Holtville,2016,10544421,6093,1731
Holtville,2015,9493448,6246,1520
Holtville,2014,11644122,6154,1892
Holtville,2013,9006906,6151,1464
Holtville,2012,7599583,6049,1256
Holtville,2011,8750078,6015,1455
Holtville,2010,8218451,6641,1238
Holtville,2009,7113898,6515,1092
Holtville,2008,6162794,6467,953
Holtville,2007,6127957,6299,973
Holtville,2006,4768055,5846,816
Holtville,2005,5822180,5745,1013
Holtville,2004,6141180,5819,1055
Holtville,2003,4224600,5669,745
Hughson,2019,10140639,8017,1265
Hughson,2018,10326605,7738,1335
Hughson,2017,10242393,7331,1397
Hughson,2016,9769909,7150,1366
Hughson,2015,9928722,7222,1375
Hughson,2014,9054675,7118,1272
Hughson,2013,8643697,6979,1239
Hughson,2012,9784023,6799,1439
Hughson,2011,26987028,6707,4024
Hughson,2010,15782051,6240,2529
Hughson,2009,5991818,6193,968
Hughson,2008,6986300,6187,1129
Hughson,2007,10047856,6082,1652
Hughson,2006,6942287,6127,1133
Hughson,2005,5756709,5942,969
Hughson,2004,7997866,5232,1529
Hughson,2003,5048506,4919,1026
Huntington Beach,2019,355361656,203761,1744
Huntington Beach,2018,275782900,202648,1361
Huntington Beach,2017,313698210,197574,1588
Huntington Beach,2016,332045006,195212,1701
Huntington Beach,2015,316873565,198389,1597
Huntington Beach,2014,284888348,195999,1454
Huntington Beach,2013,285966923,193616,1477
Huntington Beach,2012,278986390,192524,1449
Huntington Beach,2011,292487197,190377,1536
Huntington Beach,2010,245843082,203484,1208
Huntington Beach,2009,254986743,202480,1259
Huntington Beach,2008,262962793,201993,1302
Huntington Beach,2007,256488108,202250,1268
Huntington Beach,2006,247062871,201000,1229
Huntington Beach,2005,237896339,200763,1185
Huntington Beach,2004,226620442,198835,1140
Huntington Beach,2003,205151032,196954,1042
Huntington Park,2019,64786241,59350,1092
Huntington Park,2018,57464590,59473,966
Huntington Park,2017,54714443,59383,921
Huntington Park,2016,49044634,59718,821
Huntington Park,2015,51727649,59312,872
Huntington Park,2014,51075935,59033,865
Huntington Park,2013,58054006,58624,990
Huntington Park,2012,50933681,58329,873
Huntington Park,2011,54524513,58280,936
Huntington Park,2010,51010407,64219,794
Huntington Park,2009,46221391,64617,715
Huntington Park,2008,47211876,64747,729
Huntington Park,2007,67104413,64912,1034
Huntington Park,2006,81805397,64607,1266
Huntington Park,2005,44573443,64929,686
Huntington Park,2004,37137830,64465,576
Huntington Park,2003,35957036,63970,562
Huron,2019,8095527,7308,1108
Huron,2018,7490212,7302,1026
Huron,2017,6587399,7186,917
Huron,2016,6406244,6914,927
Huron,2015,5311743,6817,779
Huron,2014,5840063,6843,853
Huron,2013,4668979,6790,688
Huron,2012,6395164,6786,942
Huron,2011,4274886,6790,630
Huron,2010,4193759,8082,519
Huron,2009,5747119,7836,733
Huron,2008,7324415,7553,970
Huron,2007,5105361,7493,681
Huron,2006,8286295,7344,1128
Huron,2005,4429757,7016,631
Huron,2004,4273732,6969,613
Huron,2003,6324913,6894,917
Imperial,2019,26982497,27448,983
Imperial,2018,21674601,19372,1119
Imperial,2017,20269496,18658,1086
Imperial,2016,21114244,27434,770
Imperial,2015,19849600,17446,1138
Imperial,2014,21330104,16708,1277
Imperial,2013,17943754,16148,1111
Imperial,2012,18309355,15353,1193
Imperial,2011,19393454,15089,1285
Imperial,2009,12354787,12970,953
Imperial,2008,16586182,12752,1301
Imperial,2007,13301999,11852,1122
Imperial,2006,16531011,10140,1630
Imperial,2003,7661473,8461,906
Imperial Beach,2019,36674213,19929,1840
Imperial Beach,2018,27826087,28163,988
Imperial Beach,2017,28315105,27510,1029
Imperial Beach,2016,24320852,18165,1339
Imperial Beach,2015,24280874,26761,907
Imperial Beach,2014,24587184,26675,922
Imperial Beach,2013,23081789,26496,871
Imperial Beach,2012,22962551,26609,863
Imperial Beach,2011,35606433,26459,1346
Imperial Beach,2010,20239546,28680,706
Imperial Beach,2009,22873322,28243,810
Imperial Beach,2008,20299838,28200,720
Imperial Beach,2007,19559293,27709,706
Imperial Beach,2006,19330387,27563,701
Imperial Beach,2005,19054889,27710,688
Imperial Beach,2004,17314015,27779,623
Imperial Beach,2003,17115309,27616,620
Indian Wells,2019,50539127,5445,9282
Indian Wells,2018,45033922,5574,8079
Indian Wells,2017,49886341,5450,9153
Indian Wells,2016,41686499,5412,7703
Indian Wells,2015,39822293,5194,7667
Indian Wells,2014,39610808,5137,7711
Indian Wells,2013,34607054,5081,6811
Indian Wells,2012,35757683,5035,7102
Indian Wells,2011,38422003,5010,7669
Indian Wells,2010,30569134,5144,5943
Indian Wells,2009,26436147,5093,5191
Indian Wells,2008,29991714,5025,5969
Indian Wells,2007,30170692,4942,6105
Indian Wells,2006,26220832,4865,5390
Indian Wells,2005,25183094,4781,5267
Indian Wells,2004,27378711,4433,6176
Indian Wells,2003,29126766,4396,6626
Indio,2019,159055776,89406,1779
Indio,2018,137533348,87883,1565
Indio,2017,96555768,88718,1088
Indio,2016,73580396,88058,836
Indio,2015,85463667,84201,1015
Indio,2014,76609077,82398,930
Indio,2013,79353886,81393,975
Indio,2012,65960136,78065,845
Indio,2011,67734495,77165,878
Indio,2010,61997957,83675,741
Indio,2009,90118677,82230,1096
Indio,2008,81678506,81512,1002
Indio,2007,115659093,77146,1499
Indio,2006,126876558,71654,1771
Indio,2005,73924649,66118,1118
Indio,2004,56621071,59133,958
Indio,2003,63620136,54450,1168
Industry,2019,203276599,432,470548
Industry,2018,177625689,437,406466
Industry,2017,123257470,440,280131
Industry,2016,524010565,441,1188233
Industry,2015,199884310,440,454283
Industry,2014,168974081,438,385786
Industry,2013,150778502,437,345031
Industry,2012,123834516,436,284024
Industry,2011,106506661,451,236157
Industry,2010,96922413,803,120700
Industry,2009,109269961,797,137102
Industry,2008,97813148,798,122573
Industry,2007,102112518,804,127006
Industry,2006,73331710,801,91550
Industry,2005,74051267,804,92104
Industry,2004,65773778,800,82217
Industry,2003,66542946,795,83702
Inglewood,2019,246828918,112549,2193
Inglewood,2018,231555573,113559,2039
Inglewood,2017,207992841,114900,1810
Inglewood,2016,193638609,116648,1660
Inglewood,2015,249695639,112333,2223
Inglewood,2014,183447052,111795,1641
Inglewood,2013,159019773,111171,1430
Inglewood,2012,196130260,110623,1773
Inglewood,2011,156554029,110028,1423
Inglewood,2010,146396157,119053,1230
Inglewood,2009,158523685,118868,1334
Inglewood,2008,193526965,118878,1628
Inglewood,2007,176241012,119212,1478
Inglewood,2006,154671902,118112,1310
Inglewood,2005,225195618,118164,1906
Inglewood,2004,140806977,117593,1197
Inglewood,2003,131862352,116979,1127
Ione,2019,6144715,7991,769
Ione,2018,6071970,8058,754
Ione,2017,4961795,7772,638
Ione,2016,5136268,7085,725
Ione,2015,5330693,6763,788
Ione,2014,5185815,6759,767
Ione,2013,4095090,6829,600
Ione,2012,4288885,7259,591
Ione,2011,3286736,7580,434
Ione,2010,4209425,7707,546
Ione,2009,4452881,7716,577
Ione,2008,5084158,7416,686
Ione,2007,4390766,7842,560
Ione,2006,4997590,7613,656
Ione,2005,3807081,7592,501
Ione,2004,2892749,7523,385
Ione,2003,2810428,7451,377
Irvine,2019,474948317,280202,1695
Irvine,2018,356905555,276176,1292
Irvine,2017,334603500,267086,1253
Irvine,2016,324126511,258386,1254
Irvine,2015,459700297,250384,1836
Irvine,2014,282265033,242651,1163
Irvine,2013,257710388,231117,1115
Irvine,2012,205533645,223729,919
Irvine,2011,222365188,219156,1015
Irvine,2010,192140307,217686,883
Irvine,2009,217702774,212793,1023
Irvine,2008,466659538,209806,2224
Irvine,2007,307196021,202079,1520
Irvine,2006,275428482,193785,1421
Irvine,2005,196944560,180803,1089
Irvine,2004,159748908,171828,930
Irvine,2003,141320769,164923,857
Irwindale,2019,31678749,1506,21035
Irwindale,2018,30344882,1450,20928
Irwindale,2017,30713295,1423,21583
Irwindale,2016,25218491,1415,17822
Irwindale,2015,22925310,1473,15564
Irwindale,2014,19841857,1466,13535
Irwindale,2013,21698555,1454,14923
Irwindale,2012,18238959,1416,12881
Irwindale,2011,21818335,1426,15300
Irwindale,2010,20573821,1717,11982
Irwindale,2009,24109957,1727,13961
Irwindale,2008,24684873,1724,14318
Irwindale,2007,25187644,1655,15219
Irwindale,2006,24245539,1559,15552
Irwindale,2005,21685630,1501,14447
Irwindale,2004,20303051,1492,13608
Irwindale,2003,17624039,1490,11828
Isleton,2019,1808807,871,2077
Isleton,2018,1913668,837,2286
Isleton,2017,1413156,854,1655
Isleton,2016,1050644,846,1242
Isleton,2015,1210641,820,1476
Isleton,2014,1338844,815,1643
Isleton,2013,1251826,815,1536
Isleton,2012,2825553,810,3488
Isleton,2011,1321153,808,1635
Isleton,2010,2179647,822,2652
Isleton,2009,883709,818,1080
Isleton,2008,1542909,817,1889
Isleton,2007,1460265,815,1792
Isleton,2006,3377376,813,4154
Isleton,2005,3017348,820,3680
Isleton,2004,884447,832,1063
Isleton,2003,927915,837,1109
Jackson,2019,11312084,4770,2372
Jackson,2018,9591142,4679,2050
Jackson,2017,7510796,4838,1552
Jackson,2016,7675331,4902,1566
Jackson,2015,7163831,4586,1562
Jackson,2014,7706844,4545,1696
Jackson,2013,7759627,4613,1682
Jackson,2012,7700162,4600,1674
Jackson,2011,7842081,4671,1679
Jackson,2010,10863961,4304,2524
Jackson,2009,6880899,4319,1593
Jackson,2008,8719262,4319,2019
Jackson,2007,9262268,4317,2146
Jackson,2006,10435057,4350,2399
Jackson,2005,13255915,4260,3112
Jackson,2004,7302728,4097,1782
Jackson,2003,6264295,4064,1541
Jurupa Valley,2019,53992209,106318,508
Jurupa Valley,2018,46612756,106054,440
Jurupa Valley,2017,39467390,101315,390
Jurupa Valley,2016,34404699,98177,350
Jurupa Valley,2015,28979388,98885,293
Jurupa Valley,2014,25498505,97774,261
Jurupa Valley,2013,23409790,97246,241
Jurupa Valley,2012,12985409,96456,135
Kerman,2019,16258563,15495,1049
Kerman,2018,16059679,15083,1065
Kerman,2017,13939225,14614,954
Kerman,2016,12412336,14366,864
Kerman,2015,11057676,14314,773
Kerman,2014,11607385,14339,809
Kerman,2013,10711106,14225,753
Kerman,2012,10754371,13942,771
Kerman,2011,14027001,13751,1020
Kerman,2010,10969456,14381,763
Kerman,2009,9080823,14064,646
Kerman,2008,13548746,13878,976
Kerman,2007,11272508,13591,829
Kerman,2006,10685471,12633,846
Kerman,2005,8225990,11455,718
Kerman,2004,6809877,10666,638
Kerman,2003,7469352,9993,747
King City,2019,14257398,14724,968
King City,2018,11264375,14880,757
King City,2017,11257340,14480,777
King City,2016,9752584,14221,686
King City,2015,8836350,13417,659
King City,2014,10286847,13211,779
